player_id,username,age,gender,location,total_games_played,wins,losses,total_time_played_minutes,total_moves
b20054cf-58f2-469a-8b24-9076be5f72fe,smithderek,55,Female,Uganda,33,13,20,660,1056
855e6c84-b2b1-48a3-9617-150b9447de07,bankskatherine,54,Female,Romania,63,5,58,2268,2331
944eebcf-50cb-4b2c-8dd4-9df3bc5069f1,adam37,43,Other,Pakistan,77,11,66,1540,7623
d03b9204-8859-45e9-bb7c-35c5a0982bd3,roberttaylor,18,Male,Liechtenstein,93,82,11,2697,8556
ad913330-b25c-4def-88fa-015973858d44,robert41,52,Other,Sri Lanka,93,6,87,4092,7161
c356e757-1240-47f9-b5b6-445d0b1bd5f4,jessica28,35,Female,Finland,89,54,35,3026,8366
49e2d83e-f4de-4b68-83c2-9115c9674500,jorgehansen,53,Female,Lao People's Democratic Republic,51,34,17,1989,3825
8ca20104-1887-4ed5-be45-aeec7ff4d141,gmccormick,61,Male,Taiwan,99,16,83,3762,5742
b188b442-452a-4501-b644-27a5bfbdea6c,cunninghamkelly,36,Male,Christmas Island,21,18,3,651,1197
94fff6f6-c796-45df-9401-6a4f8e68eea9,brucemccullough,28,Other,Greece,91,48,43,1547,8372
d6a40c90-097c-4ade-b357-8be88328a181,melissaphillips,30,Female,Saint Lucia,33,15,18,1485,1584
35d0979a-ff89-4d50-a226-8f4a9a517006,heather42,63,Other,Saint Lucia,92,37,55,3036,8188
8b1957d8-3bc7-4646-9c09-93bd943239aa,thompsonmatthew,30,Male,Greenland,14,11,3,210,686
df14a01e-5f14-4f2b-a011-434f92de86a9,jessica52,51,Female,Northern Mariana Islands,75,40,35,3150,2625
0a7f17a6-dad9-4d5d-8668-ad3ff57ffe05,william07,18,Male,Monaco,45,18,27,1170,3780
40eb60aa-aa09-44b2-8fd9-17d75c406457,ylin,48,Female,Tonga,60,10,50,1920,3540
06fcb93f-25a7-4cfb-9bef-4301ea21b341,jerry10,26,Male,Cyprus,80,3,77,1680,7760
d4ac9f2f-75ae-45cd-a8a2-293796b4f9d1,hartmarilyn,53,Female,Niue,64,28,36,2496,5248
0833bbcd-d307-4e93-a233-eeb1c52ea205,ann53,34,Female,Central African Republic,72,6,66,2376,3312
cfc7a141-09e9-4795-9fb7-2653212fd54c,fclark,20,Other,Ireland,42,18,24,1638,2142
24f1dc0d-4fd7-48b2-8716-c3522b31f6ab,rodneydelgado,48,Other,Solomon Islands,37,28,9,1110,3404
470f8b52-a61f-4a18-8a84-c2c6ec95e1b0,wowens,60,Other,Kuwait,43,20,23,1505,2752
51bca90c-5f63-4fa3-a3fa-5ba9a9ad8607,nathanmorrow,51,Other,Comoros,30,7,23,570,1830
7df7ed0b-8af5-42de-9fab-8c94dbe558c8,spencejames,30,Other,Ukraine,26,1,25,884,1404
ff71c7ee-56af-4c97-bddc-1e367a3a6489,fhardin,41,Female,Bermuda,34,2,32,612,2652
44550832-716d-48ac-bd2b-be613c2b3896,cody36,25,Other,Germany,22,12,10,858,1276
1de6d943-1064-4341-8961-5c6f0ebc7066,brodriguez,24,Other,Trinidad and Tobago,55,50,5,2310,2145
efb8e0bc-ca56-4678-a453-cc3e64f5b626,gperkins,61,Male,Antarctica (the territory South of 60 deg S),14,13,1,420,322
5e7c17cd-2df4-4a52-bae3-0e34c6842f0e,charleshodges,34,Male,Hong Kong,51,48,3,1836,3672
40aac37b-8393-4273-9eea-28dde2a14ee7,michelle46,52,Male,Mexico,92,91,1,3956,5336
8605236a-27fe-4544-a0b0-8252d5ca3ea8,nicholastaylor,22,Male,Myanmar,98,20,78,1666,7448
57a49328-78f3-4c07-b91a-958b972ed12f,osmith,26,Other,Australia,99,52,47,3960,8118
2d798433-bfa8-447f-8107-d9eb15b02105,martinezdavid,53,Other,Saint Kitts and Nevis,12,1,11,300,252
92d0efff-945b-49ad-9a46-72f9b101762b,goldenwilliam,38,Female,Poland,46,46,0,782,2392
f5102113-fe8f-4baf-a3a7-a7df0b94d0b0,danielmorgan,32,Other,Antarctica (the territory South of 60 deg S),72,45,27,2880,1872
ea9c0775-6c3e-4411-ab53-ea567a552347,jmorales,33,Female,New Zealand,58,44,14,1682,5278
8f55dc1a-f9db-4a50-9c87-bb25a716cecf,jose99,27,Male,United Kingdom,81,64,17,2106,4050
45a86cc3-d4e1-4e34-be4e-4b5ff512bc85,nicole56,58,Male,Timor-Leste,14,13,1,350,756
24e4bfcb-220e-473c-b27f-0e1bcf9663a2,thomasvanessa,53,Male,New Zealand,83,39,44,1328,6308
5e5cb32f-3635-4c4a-a1e3-a56f3de19f94,rarmstrong,62,Female,Guinea-Bissau,69,35,34,2484,6417
4d11531f-7ea1-467c-8df7-eb2d1174f856,ggordon,57,Other,Sri Lanka,28,7,21,1148,980
6fdb1654-5d18-4cd7-b122-749332405652,ibarrett,55,Other,Tokelau,75,30,45,1350,7050
9d8242c1-710d-4871-b6de-b7e3438f75a7,melissa46,53,Male,Australia,40,13,27,1160,1600
2b478094-d84a-4e63-85e5-eb8a0640da08,christineholland,25,Male,Morocco,81,18,63,2187,7776
bad07d08-9466-4826-88dc-7965d8a4c87b,orteganatalie,55,Female,American Samoa,91,1,90,3367,8372
9214171c-fcde-41b4-a4e1-762ff26112fc,thomas70,27,Male,Sao Tome and Principe,46,24,22,1058,1334
876d76bc-2e10-41d1-b7e3-d5c09a36988b,rlarson,52,Other,Jersey,44,10,34,1980,3960
cbb815be-5ab3-4028-ae18-33e34004d67c,smithdaniel,43,Female,Andorra,5,3,2,120,435
b4d13e43-527d-4f42-9cac-cce95ae9aa66,kyliewall,54,Male,Namibia,33,14,19,1386,1155
51091a35-aa2a-4917-ac30-15c47f722ffd,calvinmason,60,Female,Western Sahara,86,58,28,1892,3698
442a5cf2-4e79-43d7-aac7-11ad0c43b50a,daniel05,19,Other,Cuba,82,23,59,1476,1968
fe57ca9a-f8a8-4588-bf97-f994924a9884,fburton,25,Other,Bahrain,46,4,42,690,2392
2e0d551a-efaf-4bfa-820b-8889fb1c605e,kellydiaz,31,Male,Heard Island and McDonald Islands,85,63,22,1785,6375
6444c187-137b-4a94-b96b-ba449406f336,xallen,35,Male,Honduras,98,13,85,4214,7154
69c5de1e-cc76-45f4-b796-d0dd4340cea8,fritzchristopher,35,Male,Libyan Arab Jamahiriya,43,18,25,1677,3311
7378f581-2418-40df-b070-d83d76395d72,gomezgerald,28,Female,United States Minor Outlying Islands,27,18,9,513,999
22114dcb-26a8-45b4-a47f-34d159aa7a07,mejiajustin,49,Male,Marshall Islands,31,22,9,1085,2697
2e73089c-90b4-4755-bf9b-f0fe01166b85,odelgado,48,Female,Mali,43,18,25,1376,2451
5c6bd7f4-fb87-4281-81af-4365cfc233ae,williamarroyo,65,Other,Israel,93,45,48,2790,8370
1aaffd79-40da-4af5-8273-54bd7248ca13,xpratt,42,Other,Saint Barthelemy,3,1,2,87,249
d3621b36-20b7-47dc-92d5-97dfeb2d396a,tsnyder,24,Other,Puerto Rico,25,5,20,425,2500
84cb3674-f5f1-47c6-a6cb-85544150f926,elizabeth37,50,Other,Ethiopia,98,7,91,3920,7350
2cf46fa0-8aab-4780-8e2f-5e46a49896fc,igraham,44,Other,Maldives,59,11,48,1416,1534
9af69c80-62c1-4ff5-adc6-1d51471feb7f,cherylpeterson,31,Male,Australia,23,8,15,368,2139
dc406873-4416-4620-91a1-700e016b4a01,reyescurtis,63,Male,Cook Islands,12,7,5,336,636
fe5c3c1c-9e34-4476-90f2-302b65fe365b,blakemichael,19,Other,India,57,20,37,1653,4104
98cfc10c-60af-445c-abe5-02762e81f27d,katherinehanson,37,Male,Chad,79,53,26,1422,7110
5f4d1631-f5bb-4aa4-bc19-154cfecf9f8a,cmay,40,Male,Hungary,85,16,69,2550,2465
bce743d2-5c12-48f6-bbd5-caf79e9a5694,jimmy31,64,Other,Samoa,79,68,11,2528,7505
3cb4816b-fdc8-4ea4-8986-5a9dd2b39377,sparksdaniel,38,Other,Guam,95,57,38,3610,2470
55e8b8aa-b117-4a62-b389-fbc9c6b384f5,priceheidi,37,Male,Bermuda,20,15,5,480,680
bf68aa0f-c9e8-4aeb-a897-2b74c994e2f8,jennifermartinez,26,Other,Trinidad and Tobago,28,16,12,1176,728
4684cb81-65bd-4fc0-8bc0-a325c494ef13,lharris,34,Male,Indonesia,22,15,7,682,682
22d9d0d5-ebd9-4e51-9d1b-0422789237c9,barrettjamie,58,Female,Congo,18,15,3,504,1566
25878499-2ba9-46d4-b68e-114ae986fdfb,melissahuang,35,Other,Kenya,46,35,11,1656,1472
cc49732d-dcc1-439b-8fe5-21c98ef784d9,carpentermichelle,45,Female,Slovenia,22,7,15,946,2200
8e6c121e-842c-43f2-9f9e-763196e539b1,rachelsimmons,54,Female,Hong Kong,21,8,13,945,1659
cb6262c9-aac3-43c4-9568-5474fc175999,adam70,20,Other,Turkey,60,44,16,2400,5700
27f63687-6005-40e1-b06a-87bded793565,ztorres,46,Male,Heard Island and McDonald Islands,24,11,13,960,1512
855cc9b2-781e-4395-89b5-a192fa6f6bb3,ashley04,26,Female,Turks and Caicos Islands,85,32,53,1785,6545
5ad61c50-1f64-44f1-a0c0-af3527248bea,tbauer,44,Male,Djibouti,40,33,7,840,2080
bfa9165b-643d-40d5-bf84-3015f3eb41f9,erica47,24,Male,Hungary,36,36,0,1584,2952
ed28217e-4074-4cbd-a5dd-05bcba249425,xwilliams,34,Other,Ethiopia,91,3,88,1911,7280
4cd2315c-1cd3-4b47-9dea-a54a33c2cb88,robin42,33,Male,United States Minor Outlying Islands,21,16,5,630,462
005d45d2-227d-41b0-9578-ae05118c5a5b,browncody,38,Other,Congo,65,61,4,1820,5070
