player_id,username,age,country,gender,game_name,game_id,total_games_played,total_wins,total_losses,win_ratio,total_moves,highest_score,rating,churned,player_level,last_played
c83d32e9-b419-11ef-9d4e-00155d326b4e,StormHawk00379,55,Japan,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,3,1,0,100.00,203,78,1,YES,Novice,"2024-03-24 23:04:29"
c82182e4-b419-11ef-9d4e-00155d326b4e,ChessLord00347,14,Spain,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,1,0,87.50,647,71,3,YES,Expert,"2024-08-23 23:18:11"
c81257c3-b419-11ef-9d4e-00155d326b4e,Player00328,31,Italy,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,14.29,522,70,1,YES,Intermediate,"2024-05-15 23:10:55"
c7fa36fc-b419-11ef-9d4e-00155d326b4e,EliteChampion_00299,78,India,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,13,1,0,75.00,756,76,3,YES,Expert,"2024-10-27 23:01:50"
c72d3019-b419-11ef-9d4e-00155d326b4e,UltraWarrior_00058,36,Mexico,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,20.00,617,74,1,YES,Intermediate,"2024-11-23 23:28:01"
c849ccc2-b419-11ef-9d4e-00155d326b4e,StormKnight00394,69,Finland,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,37.50,542,71,2,NO,Intermediate,"2024-09-29 23:14:55"
c85a2ca9-b419-11ef-9d4e-00155d326b4e,DotsMaster00414,33,Spain,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,13,0,1,50.00,760,74,3,YES,Expert,"2024-06-27 23:21:44"
c8423fa2-b419-11ef-9d4e-00155d326b4e,Champion00385,49,Ireland,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,16,0,1,41.67,888,74,3,NO,Expert,"2024-11-28 23:07:42"
c831b488-b419-11ef-9d4e-00155d326b4e,MemoryKing00367,16,Ireland,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,50.00,533,74,3,NO,Intermediate,"2024-10-21 22:57:34"
c877cf7c-b419-11ef-9d4e-00155d326b4e,EpicPlayer_00449,77,Australia,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,20.00,670,78,1,YES,Intermediate,"2024-10-21 22:57:34"
c8903321-b419-11ef-9d4e-00155d326b4e,ElitePlayer_00479,32,"South Africa",NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,57.14,498,77,2,YES,Intermediate,"2024-10-04 23:05:04"
c8198e73-b419-11ef-9d4e-00155d326b4e,BoxQueen00337,34,India,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,75.00,473,79,2,YES,Intermediate,"2024-10-01 22:56:33"
c87c3d87-b419-11ef-9d4e-00155d326b4e,IceHawk00454,78,Ireland,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,10.00,523,76,1,NO,Intermediate,"2024-12-04 23:05:37"
c74d0585-b419-11ef-9d4e-00155d326b4e,IceHawk00097,35,Vietnam,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,0,1,40.00,410,70,2,NO,Novice,"2024-10-31 23:24:18"
c862e391-b419-11ef-9d4e-00155d326b4e,ProPlayer_00424,62,"New Zealand",OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,50.00,709,79,3,YES,Expert,"2024-10-31 23:24:18"
c8031d97-b419-11ef-9d4e-00155d326b4e,Gamer00310,72,USA,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,112.50,678,79,3,YES,Expert,"2024-09-02 23:05:35"
c7d90fcf-b419-11ef-9d4e-00155d326b4e,TicMaster00260,28,Nigeria,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,1,0,83.33,569,78,3,YES,Expert,"2024-02-28 23:07:57"
c88f6a43-b419-11ef-9d4e-00155d326b4e,BattleMaster00478,22,Indonesia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,1,0,100.00,477,74,2,YES,Intermediate,"2024-10-25 23:09:54"
c810b67d-b419-11ef-9d4e-00155d326b4e,ProPlayer_00326,69,Canada,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,1,0,100.00,436,73,2,YES,Intermediate,"2024-11-30 23:05:52"
c77ab6f4-b419-11ef-9d4e-00155d326b4e,NightWolf00151,78,Spain,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,50.00,448,76,2,YES,Intermediate,"2024-11-10 23:16:29"
c7fff3db-b419-11ef-9d4e-00155d326b4e,Player00306,68,Russia,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,88.89,688,76,3,YES,Expert,"2024-11-24 23:22:38"
c864638c-b419-11ef-9d4e-00155d326b4e,EliteGamer_00426,78,Netherlands,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,100.00,310,78,2,YES,Novice,"2024-10-10 22:55:21"
c73ae85d-b419-11ef-9d4e-00155d326b4e,FirePhoenix00075,54,Spain,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,1,0,85.71,620,78,3,YES,Intermediate,"2024-09-12 23:29:56"
c86157d1-b419-11ef-9d4e-00155d326b4e,UltraLegend_00422,25,Malaysia,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,1,0,28.57,417,75,2,NO,Novice,"2024-05-11 23:00:36"
c7a701d6-b419-11ef-9d4e-00155d326b4e,DarkKnight00201,26,Malaysia,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,1,0,44.44,561,77,3,YES,Intermediate,"2024-11-30 23:25:26"
c834c7bf-b419-11ef-9d4e-00155d326b4e,FireKnight00371,35,"South Korea",MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,37.50,522,78,2,YES,Intermediate,"2024-11-23 23:02:31"
c844bb8f-b419-11ef-9d4e-00155d326b4e,DotsBoss00388,56,China,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,100.00,290,77,2,YES,Novice,"2024-11-22 23:12:36"
c7f0355f-b419-11ef-9d4e-00155d326b4e,Player00287,48,Vietnam,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,28.57,513,79,2,NO,Intermediate,"2024-11-24 23:08:52"
c7f38030-b419-11ef-9d4e-00155d326b4e,Champion00291,18,Nigeria,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,1,0,57.14,517,77,3,YES,Intermediate,"2024-10-07 22:59:05"
c83e033d-b419-11ef-9d4e-00155d326b4e,User00380,67,Germany,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,16,1,0,50.00,910,78,4,YES,Expert,"2024-10-08 23:21:58"
c7b92616-b419-11ef-9d4e-00155d326b4e,EpicLegend_00222,25,Singapore,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,1,0,44.44,689,77,3,YES,Intermediate,"2024-04-17 22:59:41"
c85c8f87-b419-11ef-9d4e-00155d326b4e,IceHawk00417,29,Germany,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,37.50,540,79,2,NO,Intermediate,"2024-10-29 22:59:37"
c82b2a30-b419-11ef-9d4e-00155d326b4e,Champion00359,58,Malaysia,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,50.00,286,72,2,YES,Novice,"2024-10-29 22:59:37"
c79be07e-b419-11ef-9d4e-00155d326b4e,FirePhoenix00189,17,"South Africa",OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,28.57,451,70,2,NO,Intermediate,"2024-10-22 23:16:06"
c73d5ac4-b419-11ef-9d4e-00155d326b4e,NightPhoenix00078,20,Indonesia,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,1,0,57.14,519,77,2,YES,Intermediate,"2024-09-22 22:58:36"
c73790f2-b419-11ef-9d4e-00155d326b4e,Gamer00071,26,Norway,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,25.00,589,77,2,YES,Intermediate,"2024-09-12 22:55:13"
c7b5c03e-b419-11ef-9d4e-00155d326b4e,Gamer00218,40,India,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,1,0,80.00,422,73,2,YES,Novice,"2024-07-31 23:17:14"
c7150d20-b419-11ef-9d4e-00155d326b4e,GameQueen00029,66,Thailand,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,62.50,662,77,3,YES,Intermediate,"2024-11-17 23:10:32"
c779e61e-b419-11ef-9d4e-00155d326b4e,User00150,67,Italy,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,1,0,100.00,503,79,2,YES,Intermediate,"2024-02-22 22:54:48"
c81c9f78-b419-11ef-9d4e-00155d326b4e,UltraWarrior_00341,47,India,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,33.33,507,61,2,YES,Intermediate,"2024-09-19 23:19:27"
c7afe0ef-b419-11ef-9d4e-00155d326b4e,UltraChampion_00211,60,UK,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,1,0,50.00,405,76,2,NO,Intermediate,"2024-11-17 22:59:50"
c853c05e-b419-11ef-9d4e-00155d326b4e,FireDragon00406,36,"South Korea",MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,66.67,264,73,2,YES,Novice,"2024-06-25 23:21:34"
c7f6030d-b419-11ef-9d4e-00155d326b4e,ProPlayer_00294,65,Thailand,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,1,0,62.50,578,79,3,NO,Expert,"2024-10-17 23:00:05"
c81801ca-b419-11ef-9d4e-00155d326b4e,EliteChampion_00335,75,Sweden,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,3,0,1,100.00,148,57,1,YES,Novice,"2024-08-24 23:20:38"
c87dcb7c-b419-11ef-9d4e-00155d326b4e,ChessKing00456,38,Singapore,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,37.50,665,77,2,NO,Intermediate,"2024-11-30 23:05:52"
c7931975-b419-11ef-9d4e-00155d326b4e,BoxBoss00179,48,France,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,66.67,623,79,3,YES,Expert,"2024-09-27 22:56:31"
c82f6079-b419-11ef-9d4e-00155d326b4e,ElitePlayer_00364,27,Sweden,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,1,0,66.67,484,70,2,NO,Intermediate,"2024-11-18 23:16:32"
c873125d-b419-11ef-9d4e-00155d326b4e,Gamer00443,27,Mexico,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,40.00,463,76,2,NO,Intermediate,"2024-11-06 23:06:55"
c7143ee5-b419-11ef-9d4e-00155d326b4e,EliteChampion_00028,75,Canada,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,13,0,1,55.56,747,79,3,NO,Expert,"2024-11-30 23:04:47"
c8a012da-b419-11ef-9d4e-00155d326b4e,Champion00499,56,Nigeria,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,44.44,582,76,3,YES,Intermediate,"2024-08-24 23:04:24"
c753b608-b419-11ef-9d4e-00155d326b4e,UltraGamer_00105,64,India,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,1,0,83.33,435,79,2,YES,Intermediate,"2024-10-18 23:19:03"
c800bd53-b419-11ef-9d4e-00155d326b4e,ConnectBoss00307,15,UK,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,50.00,637,76,3,YES,Expert,"2024-09-11 23:01:18"
c71f5717-b419-11ef-9d4e-00155d326b4e,GameKing00041,63,Vietnam,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,85.71,424,77,2,YES,Intermediate,"2024-03-12 23:14:30"
c716e1cb-b419-11ef-9d4e-00155d326b4e,FireKnight00031,27,Indonesia,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,4,0,1,50.00,200,65,1,YES,Novice,"2024-08-03 23:18:02"
c7c280e4-b419-11ef-9d4e-00155d326b4e,UltraChampion_00233,28,China,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,40.00,580,78,3,YES,Intermediate,"2024-12-05 23:13:37"
c8802205-b419-11ef-9d4e-00155d326b4e,ProWarrior_00459,46,China,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,20.00,675,79,1,YES,Intermediate,"2024-08-25 23:08:27"
c82986f1-b419-11ef-9d4e-00155d326b4e,Player00357,19,Denmark,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,0,1,62.50,670,76,3,NO,Expert,"2024-06-17 23:17:37"
c724f999-b419-11ef-9d4e-00155d326b4e,ProLegend_00048,68,Australia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,4,0,1,50.00,259,76,1,YES,Novice,"2024-09-07 23:13:56"
c72ae279-b419-11ef-9d4e-00155d326b4e,BoxKing00055,63,Netherlands,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,6,0,1,0.00,343,71,1,NO,Novice,"2024-11-27 23:16:55"
c7434256-b419-11ef-9d4e-00155d326b4e,Gamer00085,76,Philippines,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,1,0,100.00,418,78,2,YES,Novice,"2024-09-11 23:19:21"
c7c86af2-b419-11ef-9d4e-00155d326b4e,User00240,18,Sweden,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,1,0,62.50,468,70,2,YES,Intermediate,"2024-11-02 23:20:52"
c873dd18-b419-11ef-9d4e-00155d326b4e,UltraGamer_00444,44,Ireland,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,0,1,12.50,599,76,1,NO,Intermediate,"2024-09-07 22:55:53"
c704a32b-b419-11ef-9d4e-00155d326b4e,UltraChampion_00021,58,Malaysia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,6,0,1,16.67,367,77,1,YES,Novice,"2024-09-11 23:18:51"
c8257923-b419-11ef-9d4e-00155d326b4e,DarkWolf00352,57,Philippines,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,6,0,1,33.33,443,78,2,YES,Novice,"2023-10-20 23:21:46"
c89e6ab9-b419-11ef-9d4e-00155d326b4e,StormKnight00497,24,Vietnam,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,75.00,442,65,2,YES,Intermediate,"2024-11-23 23:05:20"
c8792741-b419-11ef-9d4e-00155d326b4e,NightPhoenix00450,37,UK,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,50.00,277,69,2,YES,Novice,"2024-07-12 23:14:37"
c809a59e-b419-11ef-9d4e-00155d326b4e,UltraGamer_00318,19,Netherlands,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,50.00,481,79,2,YES,Intermediate,"2024-09-28 23:11:20"
c7cd228d-b419-11ef-9d4e-00155d326b4e,DarkKnight00246,51,India,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,1,0,100.00,544,69,3,YES,Expert,"2024-08-06 23:18:24"
c77d23bf-b419-11ef-9d4e-00155d326b4e,IceWolf00154,31,Philippines,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,50.00,497,70,2,YES,Intermediate,"2024-07-20 23:22:17"
c82d8fdb-b419-11ef-9d4e-00155d326b4e,BoxQueen00362,78,Denmark,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,1,0,55.56,577,73,3,YES,Expert,"2024-09-14 23:14:15"
c81bdf65-b419-11ef-9d4e-00155d326b4e,NightPhoenix00340,77,Malaysia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,10,1,0,100.00,596,77,3,YES,Expert,"2024-10-13 23:19:29"
c77300b3-b419-11ef-9d4e-00155d326b4e,EpicChampion_00142,13,Indonesia,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,0,1,50.00,412,76,2,YES,Novice,"2024-11-22 23:06:40"
c7cdefed-b419-11ef-9d4e-00155d326b4e,GameBoss00247,44,Malaysia,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,13,0,1,44.44,770,77,3,YES,Intermediate,"2024-09-02 23:21:33"
c83c56a6-b419-11ef-9d4e-00155d326b4e,ConnectQueen00378,79,Australia,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,0,1,40.00,345,59,2,YES,Novice,"2024-06-02 23:00:29"
c82e9238-b419-11ef-9d4e-00155d326b4e,EliteWarrior_00363,44,China,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,1,0,60.00,632,75,3,YES,Expert,"2024-11-09 23:21:50"
c8018c57-b419-11ef-9d4e-00155d326b4e,BoxBoss00308,24,Russia,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,33.33,466,78,2,YES,Intermediate,"2024-07-15 23:20:26"
c762ff2d-b419-11ef-9d4e-00155d326b4e,BattleBoss00123,43,France,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,45.45,688,79,3,NO,Intermediate,"2024-11-17 22:59:50"
c7d19bf0-b419-11ef-9d4e-00155d326b4e,MemoryLord00251,66,Brazil,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,12.50,592,79,1,NO,Intermediate,"2024-09-28 23:04:55"
c7edb56b-b419-11ef-9d4e-00155d326b4e,FireHawk00284,49,Thailand,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,15,0,1,30.00,846,74,2,YES,Expert,"2024-11-17 23:10:32"
c8756f99-b419-11ef-9d4e-00155d326b4e,UltraChampion_00446,24,Philippines,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,6,0,1,50.00,340,76,2,YES,Novice,"2024-09-30 23:29:12"
c85229f2-b419-11ef-9d4e-00155d326b4e,EliteLegend_00404,63,Spain,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,66.67,703,78,3,YES,Expert,"2024-10-23 23:15:20"
c7c1a852-b419-11ef-9d4e-00155d326b4e,DarkKnight00232,65,USA,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,40.00,272,69,2,YES,Novice,"2024-07-21 23:22:44"
c88dcc2d-b419-11ef-9d4e-00155d326b4e,IceDragon00476,42,Germany,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,1,0,57.14,496,77,2,YES,Intermediate,"2024-11-11 23:00:54"
c7f45c47-b419-11ef-9d4e-00155d326b4e,Challenger00292,64,UK,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,33.33,525,77,2,YES,Intermediate,"2024-09-28 23:24:42"
c89f3e56-b419-11ef-9d4e-00155d326b4e,NightKnight00498,30,Russia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,11,0,1,71.43,630,75,3,NO,Intermediate,"2024-11-30 23:22:11"
c7f7c1db-b419-11ef-9d4e-00155d326b4e,FirePhoenix00296,60,Malaysia,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,28.57,562,79,2,YES,Intermediate,"2024-03-26 23:18:33"
c7916ec6-b419-11ef-9d4e-00155d326b4e,FirePhoenix00177,67,Australia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,0,1,50.00,422,75,2,YES,Novice,"2024-09-14 23:12:47"
c839e09f-b419-11ef-9d4e-00155d326b4e,FireHawk00375,52,Italy,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,0,1,28.57,466,67,2,YES,Intermediate,"2024-10-19 23:08:34"
c6fe9880-b419-11ef-9d4e-00155d326b4e,Player00014,74,Japan,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,9,1,0,100.00,566,79,2,YES,Intermediate,"2024-11-01 23:13:48"
c7c4130d-b419-11ef-9d4e-00155d326b4e,MemoryBoss00235,76,China,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,13,0,1,55.56,780,78,3,NO,Expert,"2024-11-16 23:07:58"
c7dd062f-b419-11ef-9d4e-00155d326b4e,Player00265,14,Thailand,OTHER,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,5,0,1,40.00,307,77,2,YES,Novice,"2024-08-13 23:05:45"
c777d682-b419-11ef-9d4e-00155d326b4e,BoxMaster00148,17,Sweden,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,1,0,80.00,414,78,2,NO,Novice,"2024-11-11 23:00:54"
c7242bc6-b419-11ef-9d4e-00155d326b4e,Player00047,13,China,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,60.00,734,78,3,YES,Expert,"2024-09-29 23:10:38"
c78e8218-b419-11ef-9d4e-00155d326b4e,NightDragon00174,13,India,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,40.00,424,75,2,YES,Intermediate,"2024-05-30 23:24:46"
c7194e44-b419-11ef-9d4e-00155d326b4e,IcePhoenix00034,32,"New Zealand",NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,7,0,1,57.14,381,70,2,NO,Novice,"2023-12-16 23:10:54"
c76ea4d0-b419-11ef-9d4e-00155d326b4e,FireKnight00137,67,Australia,NON-BINARY,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,16.67,469,77,1,YES,Intermediate,"2024-09-14 23:12:47"
c7ac491d-b419-11ef-9d4e-00155d326b4e,UltraPlayer_00207,19,Netherlands,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,1,0,100.00,677,77,3,YES,Expert,"2024-11-02 23:10:56"
c857bff5-b419-11ef-9d4e-00155d326b4e,Player00411,46,Japan,MALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,8,0,1,14.29,359,67,1,YES,Novice,"2024-11-12 23:26:41"
c808ced1-b419-11ef-9d4e-00155d326b4e,Gamer00317,25,Denmark,FEMALE,Battleship,d035d6ce-b3e5-11ef-9d4e-00155d326b4e,12,0,1,33.33,637,76,2,YES,Expert,"2024-11-14 23:01:57"
